obj1,obj2,overall,complete_overall,perturbed_overall,deleted_overall,complete_3,complete_4,complete_5,perturbed_3,perturbed_4,perturbed_5,deleted_3,deleted_4,deleted_5,complete_slow,complete_fast,perturbed_slow,perturbed_fast,deleted_slow,deleted_fast,complete_slow_3,complete_slow_4,complete_slow_5,complete_fast_3,complete_fast_4,complete_fast_5,perturbed_slow_3,perturbed_slow_4,perturbed_slow_5,perturbed_fast_3,perturbed_fast_4,perturbed_fast_5,deleted_slow_3,deleted_slow_4,deleted_slow_5,deleted_fast_3,deleted_fast_4,deleted_fast_5
elephant,duck,0.7857142857142857,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,1.0,0.0,0.5,1.0,0.6666666666666666,,1.0,,0.6666666666666666,0.5,1.0,,,,1.0,1.0,1.0,,,,,1.0,0.0,0.0,1.0,0.5,1.0,,1.0
elephant,fish,0.9166666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,1.0,,0.5,1.0,1.0,,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,0.0,,,1.0
elephant,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,foot,0.9,1.0,1.0,0.6666666666666666,,,1.0,1.0,1.0,1.0,,1.0,0.5,,1.0,1.0,1.0,0.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,0.0,,1.0,1.0
elephant,fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,frog,0.7894736842105263,1.0,0.5,0.75,1.0,1.0,1.0,1.0,0.0,,0.5,0.75,1.0,1.0,1.0,0.3333333333333333,1.0,0.75,,1.0,,,1.0,1.0,1.0,1.0,0.0,,1.0,,,0.5,0.75,1.0,,,
elephant,hand,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,
elephant,guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,rabbit,0.875,1.0,1.0,0.6666666666666666,,1.0,1.0,,1.0,,0.0,1.0,,1.0,1.0,,1.0,0.5,1.0,,1.0,,,1.0,1.0,,,,,1.0,,0.0,1.0,,,1.0,
elephant,spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,squirrel,0.75,0.5,1.0,0.75,,0.0,1.0,,,1.0,,1.0,0.6666666666666666,,0.5,1.0,1.0,1.0,0.6666666666666666,,,,,0.0,1.0,,,1.0,,,1.0,,1.0,,,,0.6666666666666666
elephant,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,turtle,0.8,0.8,1.0,0.6666666666666666,0.5,,1.0,,1.0,,1.0,1.0,0.0,1.0,0.75,,1.0,0.0,1.0,,,1.0,0.5,,1.0,,,,,1.0,,,,0.0,1.0,1.0,
elephant,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,bear,0.75,0.6,1.0,,,0.5,0.6666666666666666,,1.0,1.0,,,,1.0,0.5,1.0,1.0,,,,1.0,,,0.0,0.6666666666666666,,1.0,,,1.0,1.0,,,,,,
fish,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,bird,0.6153846153846154,0.6666666666666666,0.75,0.5,,1.0,0.5,1.0,0.6666666666666666,,0.3333333333333333,0.0,1.0,,0.6666666666666666,1.0,0.5,0.4,1.0,,,,,1.0,0.5,1.0,1.0,,,0.5,,0.3333333333333333,0.0,1.0,,,1.0
fish,butterfly,0.8461538461538461,0.75,1.0,0.75,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,,,1.0,,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0
fish,cat,0.5714285714285714,0.0,1.0,0.3333333333333333,,0.0,,,1.0,1.0,,0.0,0.5,,0.0,1.0,1.0,0.5,0.0,,,,,0.0,,,1.0,,,,1.0,,0.0,1.0,,,0.0
fish,chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,cow,0.7272727272727273,1.0,0.8333333333333334,0.5,,,1.0,1.0,1.0,0.6666666666666666,0.0,,0.6666666666666666,,1.0,1.0,0.75,0.3333333333333333,1.0,,,,,,1.0,,1.0,1.0,1.0,,0.5,0.0,,0.5,,,1.0
fish,dog,0.7272727272727273,1.0,1.0,0.4,,1.0,1.0,1.0,,1.0,0.0,,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,0.0,,0.0,,,1.0
fish,duck,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,
fish,elephant,0.9166666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,1.0,,0.5,1.0,1.0,,1.0,0.5,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,0.0,,,1.0
fish,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,foot,0.9166666666666666,1.0,1.0,0.6666666666666666,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,0.0,,1.0,1.0,
fish,fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,frog,0.9166666666666666,0.75,1.0,1.0,0.6666666666666666,1.0,,,1.0,1.0,,1.0,1.0,,0.75,1.0,1.0,1.0,1.0,,,,0.6666666666666666,1.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,
fish,hand,0.7692307692307693,0.3333333333333333,0.8888888888888888,1.0,0.0,0.0,1.0,0.5,1.0,1.0,,1.0,,,0.3333333333333333,0.8,1.0,1.0,,,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,
fish,guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,rabbit,0.8333333333333334,0.6666666666666666,1.0,1.0,0.5,,0.75,1.0,1.0,1.0,,1.0,1.0,0.0,0.8,1.0,1.0,1.0,,0.0,,,1.0,,0.75,,1.0,1.0,1.0,,,,1.0,1.0,,,
fish,spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,squirrel,0.5294117647058824,0.6666666666666666,0.5,0.42857142857142855,,0.0,1.0,,0.0,1.0,0.0,1.0,0.4,0.5,1.0,1.0,0.0,0.0,0.75,,0.0,1.0,,,1.0,,,1.0,,0.0,,0.0,,0.0,,1.0,0.6666666666666666
fish,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,turtle,0.8571428571428571,1.0,1.0,0.5,,,1.0,,1.0,1.0,,0.5,,1.0,1.0,1.0,1.0,,0.5,,,1.0,,,1.0,,,1.0,,1.0,,,,,,0.5,
fish,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,airplane,0.8461538461538461,1.0,0.8333333333333334,0.75,,1.0,1.0,1.0,1.0,0.6666666666666666,,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,,1.0,,,,1.0,,1.0,1.0,1.0,,0.5,,,1.0,,0.0,1.0
flower,apple,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,
flower,bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,chair,0.75,1.0,0.8,0.5,1.0,1.0,,1.0,0.6666666666666666,1.0,,0.0,0.6666666666666666,1.0,1.0,0.8,,0.5,0.5,,1.0,,1.0,1.0,,1.0,0.6666666666666666,1.0,,,,,,0.5,,0.0,1.0
flower,cow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,fork,0.5454545454545454,0.5,0.8,0.25,0.0,,1.0,,0.75,1.0,,0.0,0.5,,0.5,1.0,0.75,0.3333333333333333,0.0,,,,0.0,,1.0,,1.0,,,0.6666666666666666,1.0,,0.0,0.5,,0.0,
flower,frog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,guitar,0.9230769230769231,1.0,1.0,0.8,1.0,1.0,1.0,1.0,,1.0,,0.75,1.0,,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,0.0,1.0,,1.0,
flower,key,0.7058823529411765,0.75,0.8333333333333334,0.5714285714285714,,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.3333333333333333,,0.75,0.5,1.0,0.3333333333333333,0.75,,,,,0.5,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
flower,kite,0.6428571428571429,0.5,0.75,0.75,,0.5,0.5,,1.0,0.5,0.5,1.0,1.0,,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,0.5,0.5,,1.0,,,1.0,0.5,0.5,,,,1.0,1.0
flower,lamp,0.8947368421052632,0.8333333333333334,1.0,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,0.5
flower,leaf,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0
flower,rabbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,spoon,0.7777777777777778,0.8,1.0,0.5,1.0,0.5,1.0,,,1.0,1.0,,0.0,,0.8,1.0,1.0,0.0,1.0,,,,1.0,0.5,1.0,,,1.0,,,1.0,,,0.0,1.0,,
flower,squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,tree,0.7777777777777778,0.6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,0.6,1.0,1.0,1.0,,,,,0.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,
flower,truck,0.8181818181818182,1.0,0.6,1.0,1.0,1.0,1.0,,0.6666666666666666,0.5,,1.0,,1.0,1.0,,0.6,1.0,,,1.0,,1.0,1.0,1.0,,,,,0.6666666666666666,0.5,,1.0,,,,
flower,turtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flower,umbrella,0.7,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,1.0,0.0,0.0,1.0,,,,1.0,1.0,0.0,1.0,1.0,,,
foot,airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,bear,0.6666666666666666,1.0,0.5,0.75,1.0,,,0.0,0.5,1.0,,1.0,0.5,1.0,,,0.5,1.0,0.6666666666666666,1.0,,,,,,,,,0.0,0.5,1.0,,,1.0,,1.0,0.0
foot,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,bird,0.8,0.8571428571428571,0.5,1.0,,1.0,0.8,1.0,0.0,,,1.0,,1.0,0.8333333333333334,,0.5,,1.0,,,1.0,,1.0,0.75,,,,1.0,0.0,,,,,,1.0,
foot,butterfly,0.9,0.8,1.0,1.0,1.0,0.6666666666666666,1.0,,1.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,1.0,
foot,cat,0.9090909090909091,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,0.0,,,1.0,1.0,,1.0,
foot,chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,cow,0.6923076923076923,0.8,0.8333333333333334,0.0,,1.0,0.5,,0.6666666666666666,1.0,,0.0,0.0,,0.8,1.0,0.75,0.0,,,,,,1.0,0.5,,1.0,1.0,,0.5,1.0,,0.0,0.0,,,
foot,dog,0.7333333333333333,0.75,0.75,0.7142857142857143,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.0,1.0,0.5,1.0,,,1.0,0.5,1.0,,,0.0,,1.0,1.0,1.0,0.5,0.0,1.0,,1.0,1.0
foot,duck,0.875,0.5,1.0,1.0,0.5,,,,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0
foot,elephant,0.9,1.0,1.0,0.6666666666666666,,,1.0,1.0,1.0,1.0,,1.0,0.5,,1.0,1.0,1.0,0.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,0.0,,1.0,1.0
foot,fish,0.9166666666666666,1.0,1.0,0.6666666666666666,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,0.0,,1.0,1.0,
foot,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,frog,0.875,1.0,1.0,0.5,,1.0,,1.0,,1.0,,1.0,0.0,1.0,,,1.0,0.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,0.0,,1.0,
foot,hand,0.9230769230769231,1.0,1.0,0.75,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,0.5,1.0,1.0,,,
foot,guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,rabbit,0.8,0.8,1.0,0.75,1.0,1.0,0.5,,,1.0,,0.6666666666666666,1.0,1.0,0.75,,1.0,1.0,0.6666666666666666,,1.0,,1.0,,0.5,,,,,,1.0,,1.0,,,0.5,1.0
foot,spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,squirrel,0.9,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,
foot,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,turtle,0.6,0.5,0.75,0.5,,0.0,1.0,,0.6666666666666666,1.0,,0.5,0.5,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,,0.0,,,,1.0,,,1.0,,0.6666666666666666,,,1.0,1.0,,0.0,0.0
foot,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,airplane,0.6363636363636364,0.8,1.0,0.4,0.5,1.0,1.0,,,1.0,0.5,0.3333333333333333,,1.0,0.75,,1.0,0.0,0.5,1.0,,,0.0,1.0,1.0,,,,,,1.0,0.0,,,1.0,0.3333333333333333,
fork,apple,0.75,1.0,1.0,0.3333333333333333,,1.0,1.0,,1.0,1.0,0.3333333333333333,,,,1.0,1.0,,0.5,0.0,,,,,1.0,1.0,,1.0,1.0,,,,0.5,,,0.0,,
fork,bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,chair,0.7272727272727273,1.0,0.6666666666666666,0.6666666666666666,,1.0,1.0,0.0,0.75,1.0,,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,,,1.0,,1.0,,0.0,1.0,,,0.5,1.0,,0.0,,,1.0,1.0
fork,cow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,flower,0.5454545454545454,0.5,0.8,0.25,0.0,,1.0,,0.75,1.0,,0.0,0.5,,0.5,1.0,0.75,0.3333333333333333,0.0,,,,0.0,,1.0,,1.0,,,0.6666666666666666,1.0,,0.0,0.5,,0.0,
fork,foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,frog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,guitar,0.8181818181818182,0.6666666666666666,1.0,0.8,,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,,0.6666666666666666,1.0,1.0,1.0,0.5,,,,,0.5,1.0,,,1.0,,1.0,,1.0,,1.0,,0.5,
fork,key,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0
fork,kite,0.6428571428571429,0.75,0.5,0.625,,0.0,1.0,,0.5,,0.6666666666666666,0.5,0.6666666666666666,1.0,0.6666666666666666,,0.5,1.0,0.5,,,1.0,,0.0,1.0,,,,,0.5,,1.0,,1.0,0.5,0.5,0.5
fork,lamp,0.6470588235294118,0.625,0.75,0.6,0.0,0.6,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.6666666666666666,0.6,1.0,0.6666666666666666,1.0,0.5,0.0,1.0,,,0.3333333333333333,1.0,,,1.0,0.5,1.0,,1.0,,,1.0,0.0,0.5
fork,leaf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,,
fork,rabbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,spoon,0.6363636363636364,1.0,0.8333333333333334,0.0,,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,0.0,0.0
fork,squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,tree,0.9090909090909091,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,1.0,1.0,0.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0
fork,truck,0.8181818181818182,1.0,0.8,0.5,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,,0.8,0.0,1.0,1.0,,,,,1.0,,,,1.0,0.0,1.0,0.0,,,,1.0,
fork,turtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fork,umbrella,0.6666666666666666,1.0,1.0,0.5555555555555556,,1.0,,1.0,,,0.25,0.6666666666666666,1.0,,1.0,,1.0,0.5,0.6,,,,,1.0,,,,,1.0,,,0.3333333333333333,1.0,,0.0,0.5,1.0
frog,airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,bear,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,
frog,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,bird,0.7692307692307693,1.0,0.8,0.3333333333333333,1.0,,1.0,1.0,1.0,0.5,,0.0,0.5,1.0,1.0,1.0,0.75,0.5,0.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,0.5,,0.0,1.0,,,0.0
frog,butterfly,0.9090909090909091,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,1.0,1.0,0.6666666666666666,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,0.0,,,,,1.0,,,1.0,1.0
frog,cat,0.7,0.5,0.6666666666666666,0.8,0.0,,1.0,1.0,0.5,,,0.75,1.0,0.5,,1.0,0.5,0.5,1.0,0.0,,1.0,,,,1.0,,,,0.5,,,0.5,,,1.0,1.0
frog,chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,cow,0.8571428571428571,1.0,1.0,0.5,,,1.0,1.0,,,0.0,1.0,,1.0,1.0,1.0,,0.0,1.0,,,1.0,,,1.0,1.0,,,,,,0.0,,,,1.0,
frog,dog,0.6875,0.5,1.0,0.5,0.5,,0.5,,1.0,1.0,,0.5,,1.0,0.3333333333333333,,1.0,,0.5,1.0,,,0.25,,0.5,,,,,1.0,1.0,,,,,0.5,
frog,duck,0.6666666666666666,0.6666666666666666,0.5,1.0,,0.6666666666666666,,,0.0,1.0,,1.0,,1.0,0.0,,0.5,1.0,,,1.0,,,0.0,,,,,,0.0,1.0,,1.0,,,,
frog,elephant,0.7894736842105263,1.0,0.5,0.75,1.0,1.0,1.0,1.0,0.0,,0.5,0.75,1.0,1.0,1.0,0.3333333333333333,1.0,0.75,,1.0,,,1.0,1.0,1.0,1.0,0.0,,1.0,,,0.5,0.75,1.0,,,
frog,fish,0.9166666666666666,0.75,1.0,1.0,0.6666666666666666,1.0,,,1.0,1.0,,1.0,1.0,,0.75,1.0,1.0,1.0,1.0,,,,0.6666666666666666,1.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,
frog,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,foot,0.875,1.0,1.0,0.5,,1.0,,1.0,,1.0,,1.0,0.0,1.0,,,1.0,0.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,0.0,,1.0,
frog,fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,hand,0.7777777777777778,0.8,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,,1.0,1.0,0.0,0.6666666666666666,1.0,,1.0,,0.6666666666666666,0.5,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,0.0
frog,guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,rabbit,0.5555555555555556,0.6666666666666666,0.5,0.5,0.0,1.0,1.0,,1.0,0.0,0.3333333333333333,,1.0,0.5,1.0,,0.5,0.5,,0.0,,1.0,,1.0,,,,,,1.0,0.0,0.3333333333333333,,1.0,,,
frog,spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,squirrel,0.5789473684210527,0.6,0.75,0.4,1.0,0.6666666666666666,0.4,1.0,,0.6666666666666666,0.0,0.5,0.5,0.5,0.625,,0.75,0.6666666666666666,0.0,,,0.5,1.0,0.6666666666666666,0.3333333333333333,,,,1.0,,0.6666666666666666,,0.5,1.0,0.0,,0.0
frog,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frog,turtle,0.6666666666666666,0.6,0.75,0.6666666666666666,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,,0.6,0.5,1.0,1.0,0.5,,,,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,,1.0,,,,0.0,1.0
frog,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hand,airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hand,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hand,bear,0.75,1.0,0.75,0.6666666666666666,,,1.0,,1.0,0.5,,0.5,1.0,1.0,,1.0,0.6666666666666666,1.0,0.0,,,1.0,,,,,,1.0,,1.0,0.0,,1.0,1.0,,0.0,
hand,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
